"ONTOLOGY","GOID","Description","GeneRatio","BgRatio","pvalue","padj","qvalue","geneID","Gene_symbol","Count"
"BP","GO:0045723","positive regulation of fatty acid biosynthetic process","1/35","26/18860",0.0471779883373751,0.10816577998359,0.0628066098609018,"3553","IL1B",1
"BP","GO:0046514","ceramide catabolic process","1/35","26/18860",0.0471779883373751,0.10816577998359,0.0628066098609018,"5580","PRKCD",1
"BP","GO:0048143","astrocyte activation","1/35","26/18860",0.0471779883373751,0.10816577998359,0.0628066098609018,"3553","IL1B",1
"BP","GO:0071305","cellular response to vitamin D","1/35","26/18860",0.0471779883373751,0.10816577998359,0.0628066098609018,"5292","PIM1",1
"BP","GO:0098581","detection of external biotic stimulus","1/35","26/18860",0.0471779883373751,0.10816577998359,0.0628066098609018,"23643","LY96",1
"BP","GO:0007254","JNK cascade","2/35","188/18860",0.047437517116035,0.108608693033495,0.0630637879363704,"2950/3553","GSTP1/IL1B",2
"BP","GO:0030098","lymphocyte differentiation","3/35","441/18860",0.0478643738158881,0.109280306745619,0.0634537613679027,"26253/3553/6095","CLEC4E/IL1B/RORA",3
"BP","GO:0042692","muscle cell differentiation","3/35","441/18860",0.0478643738158881,0.109280306745619,0.0634537613679027,"1432/4609/6095","MAPK14/MYC/RORA",3
"BP","GO:0006367","transcription initiation at RNA polymerase II promoter","2/35","190/18860",0.0483442833098148,0.109465780371971,0.0635614568857602,"4609/4792","MYC/NFKBIA",2
"BP","GO:0051302","regulation of cell division","2/35","190/18860",0.0483442833098148,0.109465780371971,0.0635614568857602,"3553/4609","IL1B/MYC",2
"BP","GO:0006575","modified amino acid metabolic process","2/35","191/18860",0.0488000640523434,0.109465780371971,0.0635614568857602,"2739/2950","GLO1/GSTP1",2
"BP","GO:0034764","positive regulation of transmembrane transport","2/35","191/18860",0.0488000640523434,0.109465780371971,0.0635614568857602,"3934/1432","LCN2/MAPK14",2
"BP","GO:0009615","response to virus","3/35","445/18860",0.0489373956078058,0.109465780371971,0.0635614568857602,"3553/3934/1432","IL1B/LCN2/MAPK14",3
"BP","GO:0001783","B cell apoptotic process","1/35","27/18860",0.0489486568309608,0.109465780371971,0.0635614568857602,"4609","MYC",1
"BP","GO:0002053","positive regulation of mesenchymal cell proliferation","1/35","27/18860",0.0489486568309608,0.109465780371971,0.0635614568857602,"4609","MYC",1
"BP","GO:0005980","glycogen catabolic process","1/35","27/18860",0.0489486568309608,0.109465780371971,0.0635614568857602,"5836","PYGL",1
"BP","GO:0021697","cerebellar cortex formation","1/35","27/18860",0.0489486568309608,0.109465780371971,0.0635614568857602,"6095","RORA",1
"BP","GO:0034377","plasma lipoprotein particle assembly","1/35","27/18860",0.0489486568309608,0.109465780371971,0.0635614568857602,"2181","ACSL3",1
"BP","GO:0036296","response to increased oxygen levels","1/35","27/18860",0.0489486568309608,0.109465780371971,0.0635614568857602,"3934","LCN2",1
"BP","GO:0039694","viral RNA genome replication","1/35","27/18860",0.0489486568309608,0.109465780371971,0.0635614568857602,"7153","TOP2A",1
"BP","GO:0044346","fibroblast apoptotic process","1/35","27/18860",0.0489486568309608,0.109465780371971,0.0635614568857602,"4609","MYC",1
"BP","GO:0050995","negative regulation of lipid catabolic process","1/35","27/18860",0.0489486568309608,0.109465780371971,0.0635614568857602,"3553","IL1B",1
"BP","GO:1903054","negative regulation of extracellular matrix organization","1/35","27/18860",0.0489486568309608,0.109465780371971,0.0635614568857602,"1803","DPP4",1
"BP","GO:0042129","regulation of T cell proliferation","2/35","192/18860",0.0492574337460639,0.109856156733388,0.0637881294603409,"383/3553","ARG1/IL1B",2
"BP","GO:1902600","proton transmembrane transport","2/35","192/18860",0.0492574337460639,0.109856156733388,0.0637881294603409,"9377/1349","COX5A/COX7B",2
"BP","GO:0002675","positive regulation of acute inflammatory response","1/35","28/18860",0.0507161286629003,0.11234411721403,0.0652327671570387,"3553","IL1B",1
"BP","GO:0009251","glucan catabolic process","1/35","28/18860",0.0507161286629003,0.11234411721403,0.0652327671570387,"5836","PYGL",1
"BP","GO:0010640","regulation of platelet-derived growth factor receptor signaling pathway","1/35","28/18860",0.0507161286629003,0.11234411721403,0.0652327671570387,"3553","IL1B",1
"BP","GO:0036315","cellular response to sterol","1/35","28/18860",0.0507161286629003,0.11234411721403,0.0652327671570387,"6095","RORA",1
"BP","GO:0052372","modulation by symbiont of entry into host","1/35","28/18860",0.0507161286629003,0.11234411721403,0.0652327671570387,"5045","FURIN",1
"BP","GO:0009267","cellular response to starvation","2/35","196/18860",0.0511026606244659,0.112779147725953,0.0654853682259177,"3992/5292","FADS1/PIM1",2
"BP","GO:0000280","nuclear division","3/35","453/18860",0.0511191982972862,0.112779147725953,0.0654853682259177,"3553/5501/7153","IL1B/PPP1CC/TOP2A",3
"BP","GO:0060537","muscle tissue development","3/35","453/18860",0.0511191982972862,0.112779147725953,0.0654853682259177,"1432/4609/5292","MAPK14/MYC/PIM1",3
"BP","GO:0007565","female pregnancy","2/35","197/18860",0.0515678691877947,0.113463174543575,0.0658825493443388,"2182/3553","ACSL4/IL1B",2
"BP","GO:0060538","skeletal muscle organ development","2/35","197/18860",0.0515678691877947,0.113463174543575,0.0658825493443388,"1432/4609","MAPK14/MYC",2
"BP","GO:0001959","regulation of cytokine-mediated signaling pathway","2/35","198/18860",0.0520346244834848,0.11424259341064,0.0663351199883018,"383/2950","ARG1/GSTP1",2
"BP","GO:0002726","positive regulation of T cell cytokine production","1/35","29/18860",0.0524804094348204,0.11424259341064,0.0663351199883018,"3553","IL1B",1
"BP","GO:0009648","photoperiodism","1/35","29/18860",0.0524804094348204,0.11424259341064,0.0663351199883018,"5501","PPP1CC",1
"BP","GO:0009649","entrainment of circadian clock","1/35","29/18860",0.0524804094348204,0.11424259341064,0.0663351199883018,"5501","PPP1CC",1
"BP","GO:0030262","apoptotic nuclear changes","1/35","29/18860",0.0524804094348204,0.11424259341064,0.0663351199883018,"7153","TOP2A",1
"BP","GO:0060333","type II interferon-mediated signaling pathway","1/35","29/18860",0.0524804094348204,0.11424259341064,0.0663351199883018,"383","ARG1",1
"BP","GO:0070977","bone maturation","1/35","29/18860",0.0524804094348204,0.11424259341064,0.0663351199883018,"4057","LTF",1
"BP","GO:1900745","positive regulation of p38MAPK cascade","1/35","29/18860",0.0524804094348204,0.11424259341064,0.0663351199883018,"3553","IL1B",1
"BP","GO:0002700","regulation of production of molecular mediator of immune response","2/35","202/18860",0.0539169739012733,0.11637397543573,0.0675727099112397,"383/3553","ARG1/IL1B",2
"BP","GO:0000272","polysaccharide catabolic process","1/35","30/18860",0.0542415047388285,0.11637397543573,0.0675727099112397,"5836","PYGL",1
"BP","GO:0006024","glycosaminoglycan biosynthetic process","1/35","30/18860",0.0542415047388285,0.11637397543573,0.0675727099112397,"3553","IL1B",1
"BP","GO:0006656","phosphatidylcholine biosynthetic process","1/35","30/18860",0.0542415047388285,0.11637397543573,0.0675727099112397,"2181","ACSL3",1
"BP","GO:0006972","hyperosmotic response","1/35","30/18860",0.0542415047388285,0.11637397543573,0.0675727099112397,"231","AKR1B1",1
"BP","GO:0010165","response to X-ray","1/35","30/18860",0.0542415047388285,0.11637397543573,0.0675727099112397,"3934","LCN2",1
"BP","GO:0042832","defense response to protozoan","1/35","30/18860",0.0542415047388285,0.11637397543573,0.0675727099112397,"383","ARG1",1
"BP","GO:0060142","regulation of syncytium formation by plasma membrane fusion","1/35","30/18860",0.0542415047388285,0.11637397543573,0.0675727099112397,"1432","MAPK14",1
"BP","GO:0065005","protein-lipid complex assembly","1/35","30/18860",0.0542415047388285,0.11637397543573,0.0675727099112397,"2181","ACSL3",1
"BP","GO:0090594","inflammatory response to wounding","1/35","30/18860",0.0542415047388285,0.11637397543573,0.0675727099112397,"240","ALOX5",1
"BP","GO:1903671","negative regulation of sprouting angiogenesis","1/35","30/18860",0.0542415047388285,0.11637397543573,0.0675727099112397,"240","ALOX5",1
"BP","GO:0015711","organic anion transport","3/35","466/18860",0.0547654881042099,0.117344376998157,0.0681361749216059,"2181/2182/3553","ACSL3/ACSL4/IL1B",3
"BP","GO:0002706","regulation of lymphocyte mediated immunity","2/35","204/18860",0.0548672487253409,0.117408740082854,0.0681735474358209,"383/3553","ARG1/IL1B",2
"BP","GO:0051051","negative regulation of transport","3/35","468/18860",0.0553374518717954,0.117829114136088,0.0684176382116754,"2182/3553/4792","ACSL4/IL1B/NFKBIA",3
